pos	jugador	club 	puntos	categoria
2192	Jmelnizky, Rafi	Macabi	775	6
2193	Simon Hurtado, Diego C.	Alvear Club	775	6
2194	Espinar, Agustin F.	Def. Santos Lugares	775	6
2195	Leone, Mariano	Padilla	774	6
2196	Chao, Julio	C.N. Bouchardo	773	6
2197	Diaz Bordon, Federico	TMR	773	6
2198	Franco, Nicolás	TMR	773	6
2199	Bobryk, Pedro	Rioja	773	6
2200	Campillo, Franco	Oeste TDM	773	6
2201	Gonzalez, Franco Esteban	TMR	773	6
2202	Miyashiro, Bautista	Instituto Cia. Maria	773	6
2203	Tamashiro, Aldo Gabriel	Def. Santos Lugares	772	6
2204	Malga, Gastón	Peñarol	772	6
2205	Izquierdo, Guillermo	Macabi	772	6
2206	Mercado, Silvia (f)	Rioja	771	6
2207	Gonzalez, Ariel	Peñarol	771	6
2208	Mendoza, Sergio	Rioja	771	6
2209	Riveira, Esteban	Libre	771	6
2210	Lux, Bjoern	Libre	771	6
2211	Gorojovsky, Miguel	Padilla	771	6
2212	Rodriguez, Lucía	Escuela Cangallo	771	6
2213	Buttazzoni, Tomás Agustín	Tigre TDM	771	6
2214	Alguacil, Roy	Libre	771	6
2215	Lozada, Lucas	Libre	771	6
2216	Lovera, Mainor Jose	Spin TDM	771	6
2217	Camargo, Leandro	TMR	770	6
2218	Kaufman, Mijael	Macabi	770	6
2219	Martinez, Alan	Lourdes	770	6
2220	Usatinsky, Fernando	Circ. La Paternal	769	6
2221	Gutman, Uriel	Escuela Cangallo	769	6
2222	Rojas, Matías	Macabi	769	6
2223	Algarañaz, Alberto	Rioja	769	6
2224	Lebas, Gastón	Adrogue Sith Spin	769	6
2225	Kramarovsky, Iván	Instituto Cia. Maria	769	6
2226	Fontana, Nicolas Damian	Tigre TDM	769	6
2227	Curotto, Patricia	Nikkei TDM	769	6
2228	Milisenda, Nahuel	Fulgor Villa Crespo	769	6
2229	Romero, Franco	Sol Argentino	768	6
2230	Cobanera, Franco	Intendente Agüero	768	6
2231	Beltran, Norman	Libre	767	6
2232	Paz, Sergio	Circulo Campano	767	6
2233	Yancarelli, Nahuel	Saladillo TDM	767	6
2234	Da Fonseca, Walter	Padilla	767	6
2235	Bobba, Juan	AsociacionYabrudense	766	6
2236	Castria, Mariano	Club Urquiza	766	6
2237	Molina, Agustín	Saladillo TDM	766	6
2238	Testa, Emilio	Saladillo TDM	766	6
2239	Di Stefano, Iván	San Lorenzo	766	6
2240	Tapia, Alexis	La Legión TDM	766	6
2241	Cosentino, Gustavo	Bar Ping Pong NTE	766	6
2242	Borgstrand, Ivo	La Legión TDM	766	6
2243	Salaberry, Ariel A.	Asoc. Jap. Burzaco	766	6
2244	Minassian, Carlos	Intendente Agüero	765	6
2245	Valenzuela, Alexis	CEDIMA	765	6
2246	Chicco, Esteban	Club Italiano JCPaz	765	6
2247	Baldassarri, Agustin	Libre	765	6
2248	Schiuma, Flavio	Rioja	764	6
2249	Slipak, Damián	Libre	764	6
2250	Callaba, Ricardo	Gimnasty	764	6
2251	Molina, Juan Martin	Fenix	764	6
2252	Crovara, Alberto	Top Minc	764	6
2253	Buono, Carla Cecilia	AsociacionYabrudense	763	6
2254	Carro, Nahuel A.	Lourdes	763	6
2255	Blanco, Rafael	GTM	762	6
2256	Mancini, Axel	Lourdes	762	6
2257	Marabi, Roni	Adrogue Sith Spin	762	6
2258	Di Giorgio, Pablo	Ferrocarril Oeste	762	6
2259	Juffar, Sebastian	Estacion Ping Pong	762	6
2260	Fernicola Castiñeira, Juan M.	Ateneo de Versailles	762	6
2261	Di Toro, Giuliano	Peretz	762	6
2262	Orfila, Fernando	Intendente Agüero	761	6
2263	Ladizesky, Pablo	La Legión TDM	761	6
2264	Echevere, Lautaro	Libre	761	6
2265	Cuomo, Julián	Fenix	761	6
2266	Fernandez A., Ignacio	Escuela Cangallo	761	6
2267	Rodriguez, Rodolfo	Escuela Cangallo	760	6
2268	Mansilla, Diulio	Peñarol	760	6
2269	Abatangelo, Nicolas	Peretz	760	6
2270	Scian, Gustavo	Lourdes	759	6
2271	Balcaza, Néstor	Spin TDM	759	6
2272	Evers, Alberto	Nichia Gakuin	759	6
2273	Serra Schoppe, Ariel I.	Atlanta	759	6
2274	Lopez, Alejandro Sebastián	Sol Argentino	758	6
2275	Kalejman, Eduardo	GTM	758	6
2276	Sella, Darío	Escuela Cangallo	758	6
2277	Espinosa, Juan Ignacio	La Legión TDM	758	6
2278	Lambert, Gustavo Rubén	River Plate	758	6
2279	Sierpe, Antonella	Ferrocarril Oeste	757	6
2280	Djemdjemian, Bruno	Peñarol	757	6
2281	Levy, Uriel	Macabi	757	6
2282	Garrido, Mónica	Rioja	757	6
2283	Coronado Moreno, Daniel	Libre	757	6
2284	Goldenberg, Federico	Top Minc	757	6
2285	Guarino Muñoz, Alejo E.	CEDIMA	757	6
2286	Muzzo, Walter	CEDIMA	756	6
2287	Namba, Serena	Nichia Gakuin	756	6
2288	Ambach, Leandro	Macabi	756	6
2289	Sagastume Kohn, Ariel	River Plate	756	6
2290	Zavaglia, Matías	Libre	755	6
2291	Flores, Javier	Club Urquiza	755	6
2292	Quiroga, Edgardo Roberto	CASA de Padua	755	6
2293	Martinez, Marcelo	CEDIMA	754	6
2294	Inciarte, Carlos	GTM	754	6
2295	Demollein, Martín	Adrogue Sith Spin	754	6
2296	Gerchikovich, Milton	La Legión TDM	754	6
2297	Rojas, Marcelo	Libre	754	6
2298	Limonta Martinez, Jesus S.	Atlanta	754	6
2299	Vera, Gabriel	Peretz	754	6
2300	Aranda, Santiago	Spin TDM	754	6
2301	Risso Casal, Bruno	Spin TDM	753	6
2302	Tonelli, Matías	U.V.V.A.	753	6
2303	Mendez, Matias C.	River Plate	753	6
2304	Rosselli, Jonathan	Adrogue Sith Spin	752	6
2305	Gadaleta, Sergio	Escuela Cangallo	752	6
2306	Vaccher, Matías	Escuela Cangallo	752	6
2307	Gonzalez, Juan Manuel	Lourdes	752	6
2308	Arnaude, Pablo	Lourdes	751	6
2309	Colo, Juan	Libre	751	6
2310	Quiroga, Juan	U.V.V.A.	751	6
2311	Carabajal, Adrian	Torre Tanque TDM	751	6
2312	Oliva, Federico	Rioja	751	6
2313	Rando, Julian	La Legión TDM	750	6
2314	Xu, Yingjun	La Legión TDM	750	6
2315	Duchak, Marcelo	Libertad	750	6
2316	Ciaffone, Leandro	La Legión TDM	750	6
2317	Garay, Alvaro	Libre	750	6
2318	Romero, Tomas	Tigre TDM	750	6
2319	Gonzalez, Gustavo Mario	Nikkei TDM	750	6
2320	Tu, Matias I.	Nichia Gakuin	750	6
2321	Myler, Nicolas	Def. Santos Lugares	750	6
2322	Patrisso, Diego	San Lorenzo	750	6
2323	Lipartiti, Dario M.	Atlanta	750	6
2324	Chichotky, Damian	Estacion Ping Pong	750	6
2325	Korzin, Gerardo	Peretz	749	6
2326	Almada, Fernando	Adrogue Sith Spin	749	6
2327	Fernandez Hemida, Andrés	Escuela Cangallo	749	6
2328	Medina, Gastón	Escuela Cangallo	748	6
2329	Reides, Gabriela	Fenix	748	6
2330	Gonzalez Nogales, Ariel	Instituto Cia. Maria	748	6
2331	Starkstein, Simon Juan	Sociedad Hebraica	748	6
2332	Arias, Joaquin	Alvear Club	748	6
2333	Minassian, Andrés	Intendente Agüero	747	6
2334	Tomizaki, Gustavo	Ateneo de Versailles	747	6
2335	Hrvatin, Santino	Intendente Agüero	747	6
2336	Neuendorf, Alberto	Peretz	747	6
2337	Bravo, Lucas	Ingeniero Acosta	746	6
2338	Beirich, Enzo Gabriel	Social Club TDM	746	6
2339	Chocobar, Gaston	Social Club TDM	746	6
2340	Chadin, Jonathan	Macabi	745	6
2341	Juarez, Mariano	Def. Santos Lugares	745	6
2342	Cachaza, Bautista	Gimnasty	745	6
2343	Velazquez, Cristian	TMR	745	6
2344	Couselo, Néstor	Intendente Agüero	743	6
2345	Garcia, Mario Daniel	TMR	743	6
2346	Navarro, Roberto	Peñarol	743	6
2347	Lascaray, Francisco	Libre	743	6
2348	Iwasa, Pilar	Ferrocarril Oeste	743	6
2349	Rojas, Sofia	Libre	743	6
2350	Balas, Sebastian	CASA de Padua	742	6
2351	Ayala, Leandro	Oeste TDM	742	6
2352	Mendoza, Rodrigo	Alvear Club	742	6
2353	Alvarez, Leonardo	Estacion Ping Pong	741	6
2354	Paz, Luciano	La Legión TDM	741	6
2355	Yamaguchi, Malena	Gimnasty	740	6
2356	Zuriaga, Gustavo	Peñarol	740	6
2357	Gavernet, Ricardo	Circulo Campano	740	6
2358	Fantozzi, Alejandro	Top Minc	740	6
2359	Peñate, Tomas N.	Tigre TDM	740	6
2360	Tallarico, Inca	Alvear Club	739	6
2361	Ricordi Sierra, Diego	Libre	739	6
2362	Bormioli, Guillermo	Instituto Cia. Maria	739	6
2363	Novaro, Sergio	Nikkei TDM	739	6
2364	Unamuno, Eloy	CTDM Nizetich	738	6
2365	De Alzaá, Esteban	Nikkei TDM	738	6
2366	Gimenez, Mateo	Instituto Cia. Maria	736	6
2367	Acosta, Valentín	Instituto Cia. Maria	736	6
2368	Romanelli, Cristian	Libre	736	6
2369	Espinoza, Jonathan	Peretz	736	6
2370	Kisnher, Miranda	Libre	736	6
2371	Shinzato, Juan Carlos	TMR	735	6
2372	Alegre, Jorge	La Patriada	735	6
2373	Saffar, Gaston L.	Circulo Campano	735	6
2374	Cuitiño, Germán	River Plate	734	6
2375	Gallego, Juan José	Libre	734	6
2376	Huaranca Castillo, Irene T.	San Lorenzo	734	6
2377	Condori, Lucas Ivan	Nichia Gakuin	734	6
2378	Echavarria, César	Def. Santos Lugares	733	6
2379	Siderio, Julián	Top Minc	733	6
2380	Zapata, Alejandro	TMR	733	6
2381	Melo, Edgardo Hugo	Adrogue Sith Spin	733	6
2382	Fradkin, Guido	River Plate	733	6
2383	De Bonis, Andrés	U.V.V.A.	732	6
2384	Serra, Ignacio	Gimnasty	731	6
2385	Vespoli, Guillermo	El Galpong	731	6
2386	Lula Nuñez, Nicolas	Instituto Cia. Maria	731	6
2387	Martinez, Abril	CEDIMA	731	6
2388	Loiseau, Diego	Libre	730	6
2389	Monge, Paloma	Nikkei TDM	730	6
2390	Aguilera, Roberto	Alvear Club	729	6
2391	Gonzalez, Juan	Intendente Agüero	729	6
2392	Cianfoni, Carlos	Libre	729	6
2393	Ventura, Alejandro	Estacion Ping Pong	729	6
2394	Artemisi, Santiago	Instituto Cia. Maria	729	6
2395	Sosa, Javier	Sociedad Alemana	728	6
2396	Camaño, Paula	Alvear Club	728	6
2397	Grosso, Gabriel	UBA Exactas	727	6
2398	Riquelme, Joaquin L.	Libertad	727	6
2399	Perret, Matias E.	Def. Santos Lugares	727	6
2400	Marcial, Luca Valentino	AsociacionYabrudense	727	6
2401	Prieto, Lucas	Nichia Gakuin	726	6
2402	Guendjian, Gonzalo	Peñarol	726	6
2403	Ciancio, Matias	Top Minc	726	6
2404	Saldaño Rodriguez, Demian	Rioja	726	6
2405	Mendez, Maitena Nerea	Social Club TDM	725	6
2406	Barreiro, Matías	Libre	724	6
2407	Peralta, Daniel	Peñarol	724	6
2408	Mangone, Leandro A.	Alvear Club	724	6
2409	Garcia, Brian E.	Lourdes	724	6
2410	Britos, Jorge	Intendente Agüero	723	6
2411	Rodriguez Carrion, Maximiliano	Intendente Agüero	723	6
2412	Torrelas, Guillermo	Def. Santos Lugares	722	6
2413	Kovachevich, Marcelo	CASA de Padua	722	6
2414	Ramirez, Julián	Yupanqui	722	6
2415	Loiacono, Dario N.	Ateneo de Versailles	722	6
2416	Heredia, Leandro	Libre	721	6
2417	Ballico, Jesus E.	Club Italiano JCPaz	721	6
2418	Tombesi, Marcelo Eduardo	CASA de Padua	720	6
2419	Cortes, Juan Cruz	Libertad	720	6
2420	Mora Carreño, Helysaul	CEDIMA	720	6
2421	Samsolo, Julian	Atlanta	720	6
2422	Imbrioscia, Federico	CASA de Padua	720	6
2423	Romero, Gastón Lucas	Lourdes	719	6
2424	Miranda, Mario J.	Estacion Ping Pong	719	6
2425	Moreno, Rodrigo	La Legión TDM	718	6
2426	Paganini, Dario	Adrogue Sith Spin	718	6
2427	Cisterna, Walter	Libre	717	6
2428	Gaitan, Nestor Emiliano	Nikkei TDM	717	6
2429	Banegas, Francisco	Ferrocarril Oeste	717	6
2430	Ailan, Hilario	Tigre TDM	716	6
2431	Torrelas, Iván	Def. Santos Lugares	716	6
2432	Kurchan, Martina	Nichia Gakuin	716	6
2433	Peral, Leandro	Top Minc	716	6
2434	Vigil, Néstor	Nikkei TDM	715	6
2435	Orcellet, Ariel Oscar	Libre	715	6
2436	Puntel, Diego Hernán	Alvear Club	715	6
2437	Benitez, Walter	TMR	715	6
2438	Lisnovsky, Bruno	Spin TDM	715	6
2439	Barbieri, Daniel	CAVA	714	6
2440	Aguirre, Santiago	Nichia Gakuin	714	6
2441	Valenzuela, Nahuel	Peñarol	714	6
2442	Crosa, Pablo	Peñarol	714	6
2443	Damiani Quiroz, Fernando	Nikkei TDM	714	6
2444	Gonzalez, Alan J.	GTM	714	6
2445	Escobari Sapkus, Joaquin	Ferrocarril Oeste	714	6
2446	Torrelas, Eduardo	Def. Santos Lugares	713	6
2447	Flores, Silvia	Libre	713	6
2448	Telfeyan, Gastón	Libre	713	6
2449	Piuma, Vanesa C.	Nichia Gakuin	713	6
2450	Fernandez, Gabriel	Libre	712	6
2451	Martinez, Sebastian	La Legión TDM	712	6
2452	Solana, German	Oeste TDM	712	6
2453	Santostefano, Marcelo	Tigre TDM	712	6
2454	Pais, Gonzalo	Tigre TDM	711	6
2455	Feldman, Mariano	U.V.V.A.	710	6
2456	Lopez Mato, Ariel	La Legión TDM	710	6
2457	Maldonado, Juan Martin	CTDM Nizetich	710	6
2458	Zain, Gonzalo	Nikkei TDM	710	6
2459	Sasso, Mauro	Libre	709	6
2460	Miguez, Lucila	Oeste TDM	709	6
2461	Duran, Oscar Marcelo	Peñarol	708	6
2462	Silva, Diego	Estacion Ping Pong	708	6
2463	Rodriguez, Gonzalo	Nichia Gakuin	707	6
2464	Troiano, Gustavo Alfredo	Social Club TDM	707	6
2465	San Pedro, Gaston	Tigre TDM	707	6
2466	Grunwaldt, Pablo	San Lorenzo	707	6
2467	Salim, Mauro	UBA Exactas	706	6
2468	Grunberg, Alfredo	Instituto Cia. Maria	706	6
2469	Blasco, Claudio	La Legión TDM	705	6
2470	Jang, Florencia	River Plate	704	6
2471	Topelberg, Hugo	Nikkei TDM	704	6
2472	Husson, Nicolás	Intendente Agüero	704	6
2473	Rubert, Tomas	Instituto Cia. Maria	704	6
2474	Chapuis, Maria Jacqueline	TMR	704	6
2475	Sivaci, Pablo	UCA Marash Argentina	703	6
2476	Iglesias, Elizabeth	El Galpong	703	6
2477	Gonzalez, Daniel Pablo	Gimnasty	703	6
2478	Meis, Matías Leonardo	Ateneo de Versailles	703	6
2479	Menchaca, Ignacio	Fenix	703	6
2480	Banegas, Ivan	Alvear Club	703	6
2481	Petit de Meurville, Francisco	Libertad	703	6
2482	Grinspon, Roman	La Legión TDM	703	6
2483	Rodriguez, Martin A	Club Italiano JCPaz	703	6
2484	Stanziano, Daniel	CASA de Padua	702	6
2485	Vignale, Lautaro	Peñarol	702	6
2486	Mastropietro, Bruno	Libre	702	6
2487	Rodriguez, Jorge	TMR	702	6
2488	Veliz, Gaston N.	Libre	702	6
2489	Goldwasser, Jonathan	Sociedad Hebraica	702	6
2490	Di Pietrantonio, Cristian	La Legión TDM	702	6
2491	Guadalupe, Osvaldo	Padilla	701	6
2492	Barbagallo, Diego Hernán	Lourdes	701	6
2493	Akizawa, Clelia F	GTM	701	6
2494	Musante Yafar, Julian	Gimnasty	701	6
2495	Robles, Luis Delfin	Banco Nacion	700	6
2496	Fernandez, Nahuel	CEDIMA	700	6
2497	Bramajo, Jorge	Estacion Ping Pong	700	6
2498	Riquelme, Javiera	Libre	700	6
2499	Bestard, Nahuel	La Legión TDM	700	6
2500	Cobian, Guillermo	CTDM Nizetich	700	6
2501	Buechele, German	Peñarol	700	6
2502	Boulle, Mariano	U.V.V.A.	700	6
2503	Haimovich, Tobias	Estacion Ping Pong	700	6
2504	Tovi Alvero, Maximiliano	Def. Santos Lugares	700	6
2505	Gutierrez, Santiago	San Lorenzo	700	6
2506	Barraza, Geronimo	GTM	700	6
2507	Villegas Castiñeiras, Franco	Jorge Newbery TDM	700	6
2508	Martin, Johan	La Legión TDM	700	6
2509	Rosental, Pablo Damian	GTM	700	6
2510	Casco, Juan Pablo	Circulo Campano	700	6
2511	Torres, Thiago A.	Oeste TDM	700	6
2512	Coloso, Ciro	Asoc. Jap. Burzaco	700	6
2513	Lefosse, Hugo Daniel	AsociacionYabrudense	699	6
2514	Primavera, Agustin Ezequ	River Plate	699	6
2515	Lopez Bossio, Tomás	Yupanqui	698	6
2516	Santamaria, Marcelo	Instituto Cia. Maria	698	6
2517	Suarez, Osvaldo	Lourdes	697	6
2518	Pierini, Diego	Alvear Club	697	6
2519	Ghidini, Jorge	La Legión TDM	696	6
2520	Amorin, Yannick	Nichia Gakuin	696	6
2521	Olivares, Luciano	Nichia Gakuin	696	6
2522	Mengani, Francesco	Yupanqui	696	6
2523	Molinari, Valentín	Peñarol	696	6
2524	Nievas, Pablo	Intendente Agüero	696	6
2525	Zarate, Pilar	Nichia Gakuin	696	6
2526	Aguayo, Daniel Hugo	CASA de Padua	696	6
2527	Fernandez Russo, Ramiro	Atlanta	696	6
2528	Jara Pinilla, Carlos	Libre	696	6
2529	Castillo, Juan Manuel	Social Club TDM	694	6
2530	Inchausti, Raul A.	Social Club TDM	694	6
2531	Czarny, Lucas	Atlanta	694	6
2532	Giacobbe, Miqueas	Club La Quinta	694	6
2533	Amoedo, Hugo	Def. Santos Lugares	693	6
2534	Casteras, Leonardo	San Lorenzo	693	6
2535	Miura Murayama, Noriko	Fenix	693	6
2536	Espinar, Rodrigo M.	Def. Santos Lugares	693	6
2537	Krasmansky, Mariano	Adrogue Sith Spin	692	6
2538	Georgiades, John A.	San Lorenzo	692	6
2539	Gasco, Ariel Marcelo	GTM	692	6
2540	Martignone, Tadeo	Libre	692	6
2541	Polo, Agustin	Fulgor Villa Crespo	692	6
2542	Garone, Mauro Raúl	Nichia Gakuin	691	6
2543	Nakasone, Leonardo A.	CAVA	691	6
2544	Renzo, Corcico	Rioja	691	6
2545	Lapalma, Mauro	La Legión TDM	690	6
2546	Melone, Luana	Libre	690	6
2547	Pallota, Franco	U.V.V.A.	690	6
2548	Esoukourian, Maximiliano	Obras Sanitarias	690	6
2549	Arguello, Blas	Obras Sanitarias	690	6
2550	Figueroa, Tomás	Obras Sanitarias	690	6
2551	Bravo de Laguna, Ignacio	Obras Sanitarias	690	6
2552	Lausi, Francisco	Obras Sanitarias	690	6
2553	Perez Arce, Lucas	Obras Sanitarias	690	6
2554	Soto Vazquez, Sebastián	Obras Sanitarias	690	6
2555	Azrak, Gabriel	Obras Sanitarias	690	6
2556	Montes de Oca, Benicio	Obras Sanitarias	690	6
2557	Gauna, Alan G.	Atlanta	690	6
2558	Klass, Federico Emilio	Club Urquiza	689	6
2559	Nocera, Julián	CASA de Padua	688	6
2560	Villaverde, Alejandro	CEDIMA	688	6
2561	Mayo, Mateo	Instituto Cia. Maria	688	6
2562	Gutierrez, Lucas	Alvear Club	688	6
2563	Di Girolamo, Bruno	Nikkei TDM	688	6
2564	Pernice, Nicolás	Yupanqui	687	6
2565	Vera, Pablo	Club Italiano JCPaz	687	6
2566	Agnelli, Cristian	Adrogue Sith Spin	687	6
2567	Cesaretti, Daniel	Instituto Cia. Maria	687	6
2568	Kamimura, Hikari	CAVA	686	6
2569	Padin, Julieta	La Legión TDM	686	6
2570	Gil Baez, Rodrigo	Fenix	686	6
2571	Lima, Martin	Zenit	686	6
2572	Riccio, Nicolas	La Legión TDM	686	6
2573	Karahanian, Martín	Libre	685	6
2574	Larraura, Facundo	San Lorenzo	685	6
2575	Chillemi, Germán	Top Minc	684	6
2576	Barquiza, Matías	Intendente Agüero	684	6
2577	Barone, Evan	Libre	684	6
2578	Grasso, Gerónimo	Libre	684	6
2579	Morelli, Valentino	U.V.V.A.	684	6
2580	Romanelli, Manuel	Libre	684	6
2581	Goodbar, Manuel	Adrogue Sith Spin	684	6
2582	Abalos, Emmanuel	Tigre TDM	684	6
2583	Kurchan, Leandro	Nichia Gakuin	684	6
2584	Lopez Chigua, Cesar	CEDIMA	684	6
2585	Nupieri, Sofía	River Plate	684	6
2586	Rojas, Augusto	Def. Santos Lugares	684	6
2587	Marino, Lucas	Obras Sanitarias	683	6
2588	Riveros, Alicia	Obras Sanitarias	683	6
2589	Ruschner, Eduardo	Tigre TDM	683	6
2590	Feijoo, Pilar	Libre	682	6
2591	Iribas, Fernando D.	Circulo Campano	682	6
2592	Gutierrez, Cesar	San Lorenzo	682	6
2593	Nicolini, Matias R.	Ateneo de Versailles	682	6
2594	Santoruffo, Luciano	La Huella	682	6
2595	Siepe, Valeria	CASA de Padua	681	6
2596	Minnelli, Roxana	Obras Sanitarias	681	6
2597	Borchi, Franco	Club Urquiza	681	6
2598	Rodriguez, Gaston	GTM	680	6
2599	Coceres, Ivan	Ferrocarril Oeste	680	6
2600	Fernandez, Gervasio	AsociacionYabrudense	680	6
2601	Kaladjian, Cristian	U.V.V.A.	679	6
2602	Berventan, Martín	Tigre TDM	679	6
2603	Saini, Valentino	Obras Sanitarias	679	6
2604	Schofrin, Valentino	Obras Sanitarias	679	6
2605	Gallardo, Diego Ezequiel	Ferrocarril Oeste	679	6
2606	Guarenas, Jean Carlo	Instituto Cia. Maria	679	6
2607	Gutierrez Algecira, Fernanda	Nikkei TDM	679	6
2608	Bosoms, Sofía	Nichia Gakuin	678	6
2609	Pedevilla, Franco	Atlanta	678	6
2610	Bustamante, Rodrigo	Fulgor Villa Crespo	678	6
2611	Kerber, Ezequiel	Atlanta	678	6
2612	Monteforte, Nicolas A.	Lourdes	678	6
2613	Romero, Enrique	Fulgor Villa Crespo	677	6
2614	Zarauza, María Pía	Intendente Agüero	677	6
2615	Carusone, Osvaldo Fabián	TMR	677	6
2616	Aguilar Valero, Vicente J.	River Plate	677	6
2617	Bernini, Soledad	CEDIMA	676	6
2618	Badel Franquini, Matias	TMR	676	6
2619	Jimenez, Raul	Libertad	676	6
2620	Martinez, Guillermo	Fenix	676	6
2621	Casadidio, Daniel	Libre	675	6
2622	Picon, Nicolas	Nichia Gakuin	675	6
2623	Grispo, Andres	Torre Tanque TDM	675	6
2624	Mautone, Dariel	Ateneo de Versailles	674	6
2625	Condori,Olegario	Nichia Gakuin	674	6
2626	Figueroa, Juan Pablo	Libre	674	6
2627	Sarbia, Nicolas	Libre	674	6
2628	Schwimmer, Gaston Fernando	Macabi	674	6
2629	Nieva, Miguel	Nichia Gakuin	673	6
2630	Cervino, Mariano	U.V.V.A.	673	6
2631	Cecchi, Facundo	Nichia Gakuin	672	6
2632	Badia, Valentino	Peñarol	672	6
2633	Dziubecki, Brian	Peñarol	672	6
2634	Hornos, Bruno M.	Circulo Campano	672	6
2635	Berrondo, Victor N.	Tigre TDM	672	6
2636	D'Amico, Ricardo	Ateneo de Versailles	671	6
2637	Sosa, Ivan Marcelo	Tigre TDM	671	6
2638	Souza, Leonardo Dario	San Lorenzo	670	6
2639	Lamarina, Lucas	Peñarol	670	6
2640	Ramirez, Matias	Oeste TDM	669	6
2641	Martinez, Walter	CEDIMA	669	6
2642	Lamarina, Sergio	Peñarol	669	6
2643	Garrido, Ernesto	Alvear Club	669	6
2644	Bueno, Tobías	Gimnasty	668	6
2645	Carucci, Bautista	Libre	668	6
2646	Moreale Ernst, Martin	Ateneo de Versailles	668	6
2647	Yonamine, Pablo Damian	Nikkei TDM	666	6
2648	Ortiz, Hugo Alberto	Rioja	665	6
2649	Choque, Leonardo E.	Nichia Gakuin	665	6
2650	Annetta, Lionel E.	Estacion Ping Pong	665	6
2651	Hernandez, Diego	TMR	665	6
2652	Areco, Mauricio G.	Circulo Campano	665	6
2653	Lacuadra, Mathias	Club Italiano JCPaz	665	6
2654	Laurent, Lucas	Inst.Atlet. Cultural	665	6
2655	Gomez, Silvia (F)	Ferrocarril Oeste	664	6
2656	Cardenas, Diana	Libre	664	6
2657	Sagastume, Valentin	Social Club TDM	664	6
2658	Weitzman, Francisco	Atlanta	664	6
2659	Chang, David	Instituto Cia. Maria	664	6
2660	Cervero, Gastón	Yupanqui	663	6
2661	Cordoba, Lucas	Peñarol	663	6
2662	Nakankare, Agustina	Nichia Gakuin	663	6
2663	Rodriguez, Leonel	Lourdes	663	6
2664	Kazandjian, Sol	Libre	662	6
2665	Weiss, Alejandro	La Legión TDM	661	6
2666	Quiroga, Gonzalo	Libre	661	6
2667	Hummel, Lucas M.	Instituto Cia. Maria	661	6
2668	Dell Immagine, Rolando I.	CAVA	661	6
2669	Mizrahi, Polo	Libre	660	6
2670	Espinosa Dotta, Julian	Atlanta	659	6
2671	Coronel Lancellotti, Santiago	Boca Juniors	659	6
2672	Cardinale, Alexis	Ateneo de Versailles	658	6
2673	Aguirre, Julio Ricardo	GTM	658	6
2674	Litvak, Raúl	Alvear Club	657	7
2675	Guiot, Bautista	Nichia Gakuin	657	7
2676	Rodriguez Goris, Gonzalo	Nichia Gakuin	657	7
2677	Dominguez, Norberto	La Legión TDM	657	7
2678	Uema, Alejandro	Nikkei TDM	657	7
2679	Della Valle, Fernando	Club Urquiza	657	7
2680	Salvador, Cristian	Spin TDM	657	7
2681	Casal, Elias Emanuel	U.V.V.A.	656	7
2682	Gonzalez, Gustavo Martin	San Lorenzo	656	7
2683	Fajardo, Julián	Top Minc	655	7
2684	Blejman, Mariano	Fenix	655	7
2685	Scarfone, Nicolás	River Plate	654	7
2686	Waisman, Gonzalo	Nichia Gakuin	654	7
2687	Rodriguez, Julián	Ferrocarril Oeste	653	7
2688	Almiron, Luca	El Galpong	653	7
2689	Pimienta, Raul E.	Atlanta	653	7
2690	Di Toro, Martin	Peretz	653	7
2691	Rebuffi, Eduardo	AsociacionYabrudense	652	7
2692	Agüero, Alejandro Lucas	Libre	651	7
2693	Villoldo, Claudio	Tigre TDM	651	7
2694	Malianni, Adriel	Lourdes	651	7
2695	Ojeda, Jano	Peretz	651	7
2696	Gonzalez, Bautista	Libre	650	7
2697	Famiglietti, Franco A	Rioja	650	7
2698	Flama, Cristian R.	CASA de Padua	650	7
2699	Tanaka, Luis H.	Adrogue Sith Spin	650	7
2700	Cuellos, Francisco	La Legión TDM	650	7
2701	Gallardo, Pablo	GTM	650	7
2702	Amorín Seelmann, Juan Ignacio	Ingeniero Acosta	650	7
2703	Cardozo, Nestor	La Legión TDM	650	7
2704	Demartini, Gabriel	La Legión TDM	650	7
2705	Saslavchik, Brian	La Legión TDM	650	7
2706	Serra Diaz, Juan Manuel	La Legión TDM	650	7
2707	Taira, Alan	Libre	650	7
2708	Bertona, Nicolás	Nikkei TDM	650	7
2709	Lamarina, Matias	Peñarol	650	7
2710	Kun, Luis	Peñarol	650	7
2711	Martinez, Joaquin Ignac	Tigre TDM	650	7
2712	Sequeira, Agustin	UNQ Tenis de Mesa	650	7
2713	Merino, Rodrigo	Villa Sahores	650	7
2714	Arceri, Santiago	Instituto Cia. Maria	650	7
2715	Carranza, Nahuel	Ferrocarril Oeste	650	7
2716	Herrera, Tomas	Circulo Campano	650	7
2717	Abeledo, Luciano	Social Club TDM	650	7
2718	Caligari, Marcos	Social Club TDM	650	7
2719	Rosiak, Fabian	TMR	650	7
2720	Montanari, Gonzalo	La Legión TDM	650	7
2721	Panelli, Juan	La Legión TDM	650	7
2722	Suurhasko, Mauro	Intendente Agüero	650	7
2723	Gonzalez, Fabrizio	Estacion Ping Pong	650	7
